,product,title,rating,body
2313,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),"Bad experience with OnePlus 43"" TV",1.0,"I never expected from OnePlus,TV experience is with pictures quality and sound along with smart features1) picture quality - very poor2) sounds is okay but don't bother as I have sound bar3) TV takes 15~20 sec to start.4) slow in operation like going back to previous series or jumping to other plateform.Slim and Very light weight but how does it matter as It will be hand on the wall.Final comments - Dont buy or at least see few videos in youtube before buying for experts comments.I was blind with OnePlus name and  mobile fan for past several years and now I will be sorry'for very long time."
2314,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Best tv,5.0,Picture quality and sound quality is excellent
2315,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Disappointed as TV doesn’t support 5ghz bandwidth,4.0,"Biggest disappointment with this TV was that this TV doesn’t support 5ghz wifi bandwidth, it still supports the 2.4ghz. Which I realised after everything was setup.Overall the TV is good, picture quality is good not great but assuming the TV is for only Rs. 24000 I wasn’t expecting much.Sound again isn’t top notch but loud enough. You will have to customise the sound settings a bit or if you really want that sround sound kinda effect you may need to buy an additional sound bar.The remote connection is good, and everything else is fine."
2316,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Cenama tic experience,5.0,Begel less is awesomeThat is a good in one plusGreater better
2317,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Best picture quality at this price,5.0,Oneplus is worth the money as always!
2318,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),"Bluetooth Glitch, or else its a 5 Star",4.0,"This TV at that Price Tag is really a competitor to many other brands.The Best points from this TV include- Smart Features- Minimal Bezel frame picture- Google Voice Assistant- Customer friendly settingsOne thing I wasn't accepting from this is its sound. I used a Samsung Smart TV before this and its output itself sounded as if it was from a home theatre but the same output from Oneplus was pathetic. I even tried all their settings and features available. I then ordered a JBL Infinity home theatre only for the sound thing and then connected it over Bluetooth. It was then beautiful and perfect. But after a couple of days there was a lag between the TV sound output and that from the Home theatre. I then replaced the JBL thing from Amazon and to my surprise found out that even the next one had a similar issue after a couple of days.I'm still worried if the Bluetooth feature of Oneplus TV has an issue or just my specific piece. This review of mine doesn't judge Oneplus TV at any side. It's just my experience. Other than the Bluetooth lag at some times, everything is at it's best and you can go for it without a second thought."
2319,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Not so Good.,1.0,"Having dark patches at the bottom edge of the screen. Asked for the replacement. Not the way, it was expected. Disappointed...Edit: After a week or so, got the tv replaced. This one piece is OK and thanks to the tech team listening and addressed the issue as early as possible.Still I have some issue, why the bluetooth once paired (for speaker) doesn't stay forever? Every time, I had to unpair and pair the bluetooth after switching off and on the tv. It's so irritating 😡😡😡😡😡Rest I'm ok with the it.😓😓"
2320,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),What is this TV????,1.0,This has some issues! It was slow since the day I bought it.  I had read that  this is the way it is designed it is a slow tv.  Fine by me I bought it like a dumb a.. now after few months it stucks! Manufacturing defects were never considered and repaired before a launch! Go for it on your own risk.Ps:- risking isn't worth on this one..Go sky diving If you wanna risk so much. 😂
2321,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good,5.0,Overall meets the expectations at this price
2322,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),You get for what you pay!,4.0,Good for the price you pay. Software is buggy but nothing's deal breaking here.Picture Quality: Its Decent. Slim bezels. You'll find backlit led bleeding in on the side. Overall it's a good quality (for what you pay)Audio: Its hard to hear dialogues in the movies. Ull be needing a decent external speakers for sure.
2323,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worth the Money,5.0,The TV looks really good with thin bezels.
2324,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),"not recommend for now,might be after software update",3.0,"this TV has some serious software issue, until or unless they rectify the issue i would not recommend this TV. but yah i hope it can be resolved by a software update (takes time more than 5 month i guess).Software issues:1. when unboxed it was fine after some days, the software is getting lag .2. the screen is getting Fully RED sometimes (like the display has damaged), but after restart or re-set the TV, it is  getting normalized.* Picture Quality is not too awesome but yah if you could adjust the Picture settings its nice(but not awesome)Good aspects:1. the Remote is awesome , if you connect it with bluetooth its damn good. if it's not its bit laggy.2. if you are watching the cable/dish, you don't need to change the input always (to HDMI/composite) it will read  the last input when you switch back on.3. oneplus connect is working fine , but yah its laggy, you can change the below steps  #movements (left right up down and select)  #change the inputs (hdmi composite..)  #back button4. google voice is working fine (can open the apps .. download.. etc...)5. the TV sound is great not a dolby one but yah its good.Bad aspects :1. not able to connect with Alexa(Echo Dot 3rd gen) i have checked with the service team they told its might be a  software issue. and they also told they will sent a guy to resolve this (*technichal guy is not yet came)2. some time the screen is getting Fully Red, got resolved after re-setting , its irritating sometimes to re-set the  TV again and again.3. while purchasing the TV, the Alexa(Echo dot 3rd gen its not free, i have checked with the Amazon, they told its  not free anymore)4. wall mount is not with the TV. we have to purchase it from the Amazon technical guy and cost is around 1500/-  (better to purchase it separately )* there is 2 aspects to start TV.1. when unplugged and re-plug it its taking  around 30 sec to completely start the TV2. plugged and switch off from remote and switch on from the remote again, its taking around 10 secconclusion:wont recommend to purchase now, might be after resolving it by an software update (might be take some month i guess)after 3 months of usage:1.TV is getting stuck sometimes, need to unplug and replug to start working again2.sometimes composite mode is not working (only shows blue background for 10 sec and comes back to home page)"
2325,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Facing problem from day1 and no support from care,1.0,"Hi team,I bought this tv around 2months back and getting wifi issue and remote control problem from day and open a case with support team, its been a 2 month till now no resolution.Chasing care from oneplus care app, Twitter, whatsApp, mail support but no resolution. I don't know when can I get resolution. After 10months my warranty period will be over, I dnt have hopes.Please think before you buy.This is my personal experience. Iam not enforcing anyone.This is after 90days , I opened a ticket 2months back but till now there is no resolution. Customer care guys just closing the ticket and asking feedback, there main focus is on feedback not on resolution.Other side I escalated to Amazon still there is no resolution.  I don't know when I can get resolution"
2326,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worst Customer care! Do not buy electronics from Amazon!!,1.0,"I bought this TV from Amazon. After 6 months, one fine day, I couldn't turn on the TV. Since I have paid for extra warranty, I contacted Amazon for technical support. I scheduled the appointment 4 times. Every time the technician didn't turn up and they reschedule it. I was contacting OnePlus as well, nobody visited or tried to resolve the issue, and keep on sending automated replies. Now it's been nearly 4 months and still its not resolved."
2327,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Manufacturing defect for motherboard with no Help,1.0,"I have bought this TV in August 2020. I have started facing lag, glitches, screen freeze since Feb 2021. Since then it's been 20-30 calls to customer care , 10 service schedules and on hold status. You will not get any help from Amazon or Qdigi (one plus partner). It's a bad launch. I can't describe the months of harassment by Amazon and One plus to finally telling me that My warranty is over now in August and no further help can be done without actually resolving anything."
